snow_depth,snow_water_equivalent,elevation_band,elevation,month,year,state
1,0.7,6,6456,04,13,cal
0,0.0,6,6456,05,13,cal
0,0.0,6,6456,06,13,cal
2,0.5,6,6456,01,14,cal
3,0.5,6,6456,02,14,cal
3,1.1,6,6456,03,14,cal
5,1.0,6,6456,04,14,cal
0,0.0,6,6456,05,14,cal
0,0.0,6,6456,06,14,cal
4,0.8,6,6456,01,15,cal
0,0.0,6,6456,02,15,cal
4,0.3,6,6456,03,15,cal
0,0.0,6,6456,04,15,cal
0,0.0,6,6456,05,15,cal
0,0.0,6,6456,06,15,cal
20,5.4,6,6456,01,16,cal
29,8.7,6,6456,02,16,cal
16,7.1,6,6456,03,16,cal
8,4.1,6,6456,04,16,cal
0,0.0,6,6456,05,16,cal
0,0.0,6,6456,06,16,cal
20,5.6,8,8352,01,00,cal
87,22.3,8,8352,02,00,cal
131,39.4,8,8352,03,00,cal
106,42.1,8,8352,04,00,cal
84,42.0,8,8352,05,00,cal
40,27.3,8,8352,06,00,cal
22,7.9,8,8352,01,01,cal
40,11.8,8,8352,02,01,cal
67,19.7,8,8352,03,01,cal
53,21.7,8,8352,04,01,cal
54,23.8,8,8352,05,01,cal
0,0.2,8,8352,06,01,cal
72,25.4,8,8352,01,02,cal
82,31.9,8,8352,02,02,cal
85,35.6,8,8352,03,02,cal
102,44.8,8,8352,04,02,cal
84,45.2,8,8352,05,02,cal
49,32.4,8,8352,06,02,cal
98,28.2,8,8352,01,03,cal
81,32.8,8,8352,02,03,cal
93,36.2,8,8352,03,03,cal
94,43.4,8,8352,04,03,cal
130,55.3,8,8352,05,03,cal
84,47.8,8,8352,06,03,cal
77,21.4,8,8352,01,04,cal
80,29.4,8,8352,02,04,cal
114,42.1,8,8352,03,04,cal
93,43.7,8,8352,04,04,cal
78,42.9,8,8352,05,04,cal
41,24.7,8,8352,06,04,cal
91,22.0,8,8352,01,05,cal
97,33.6,8,8352,02,05,cal
102,37.7,8,8352,03,05,cal
130,49.1,8,8352,04,05,cal
111,51.8,8,8352,05,05,cal
76,37.6,8,8352,06,05,cal
69,21.6,8,8352,01,06,cal
95,33.5,8,8352,02,06,cal
111,40.7,8,8352,03,06,cal
159,55.1,8,8352,04,06,cal
152,65.4,8,8352,05,06,cal
105,53.4,8,8352,06,06,cal
36,10.6,8,8352,01,07,cal
36,12.9,8,8352,02,07,cal
106,28.5,8,8352,03,07,cal
71,29.2,8,8352,04,07,cal
62,28.9,8,8352,05,07,cal
27,13.8,8,8352,06,07,cal
23,7.3,8,8352,01,08,cal
89,25.2,8,8352,02,08,cal
93,34.0,8,8352,03,08,cal
86,36.6,8,8352,04,08,cal
74,34.6,8,8352,05,08,cal
37,20.6,8,8352,06,08,cal
36,11.1,8,8352,01,09,cal
39,13.9,8,8352,02,09,cal
84,27.4,8,8352,03,09,cal
97,39.2,8,8352,04,09,cal
81,38.5,8,8352,05,09,cal
42,21.9,8,8352,06,09,cal
37,11.3,8,8352,01,10,cal
71,22.4,8,8352,02,10,cal
84,28.5,8,8352,03,10,cal
104,37.2,8,8352,04,10,cal
115,44.8,8,8352,05,10,cal
96,37.0,8,8352,06,10,cal
98,30.4,8,8352,01,11,cal
82,32.1,8,8352,02,11,cal
132,45.2,8,8352,03,11,cal
181,68.0,8,8352,04,11,cal
156,73.1,8,8352,05,11,cal
137,72.0,8,8352,06,11,cal
7,4.2,8,8352,01,12,cal
28,10.9,8,8352,02,12,cal
51,13.8,8,8352,03,12,cal
96,28.9,8,8352,04,12,cal
70,27.6,8,8352,05,12,cal
31,14.7,8,8352,06,12,cal
92,33.8,8,8352,01,13,cal
82,34.2,8,8352,02,13,cal
81,34.0,8,8352,03,13,cal
82,39.5,8,8352,04,13,cal
66,31.0,8,8352,05,13,cal
26,12.3,8,8352,06,13,cal
10,3.1,8,8352,01,14,cal
15,4.5,8,8352,02,14,cal
52,15.0,8,8352,03,14,cal
78,21.4,8,8352,04,14,cal
50,18.0,8,8352,05,14,cal
10,2.5,8,8352,06,14,cal
41,11.8,8,8352,01,15,cal
32,12.0,8,8352,02,15,cal
53,18.7,8,8352,03,15,cal
35,16.4,8,8352,04,15,cal
28,13.5,8,8352,05,15,cal
0,0.0,8,8352,06,15,cal
55,15.6,8,8352,01,16,cal
89,29.4,8,8352,02,16,cal
84,33.6,8,8352,03,16,cal
117,50.3,8,8352,04,16,cal
104,50.5,8,8352,05,16,cal
71,38.3,8,8352,06,16,cal
150,46.7,8,8188,02,00,cal
135,52.2,8,8188,03,00,cal
99,29.4,8,8188,02,01,cal
77,29.1,8,8188,03,01,cal
116,48.1,8,8188,02,02,cal
147,64.2,8,8188,03,02,cal
113,42.6,8,8188,02,03,cal
108,48.0,8,8188,03,03,cal
160,50.0,8,8188,02,04,cal
111,47.1,8,8188,03,04,cal
141,52.8,8,8188,02,05,cal
181,69.2,8,8188,03,05,cal
131,54.0,8,8188,02,06,cal
222,96.2,8,8188,04,06,cal
127,33.3,8,8188,03,07,cal
95,30.8,8,8188,03,07,cal
129,44.2,8,8188,02,08,cal
112,48.7,8,8188,04,08,cal
102,32.2,8,8188,02,09,cal
130,48.3,8,8188,03,09,cal
104,35.0,8,8188,02,10,cal
138,51.0,8,8188,04,10,cal
165,61.0,8,8188,02,11,cal
210,88.2,8,8188,04,11,cal
67,19.0,8,8188,03,12,cal
108,37.2,8,8188,04,12,cal
99,40.5,8,8188,03,13,cal
96,31.1,8,8188,03,14,cal
52,19.4,8,8188,03,15,cal
45,18.1,8,8188,03,15,cal
107,43.4,8,8188,02,16,cal
131,60.8,8,8188,04,16,cal
86,22.8,9,9630,01,00,cal
126,40.3,9,9630,02,00,cal
106,43.1,9,9630,03,00,cal
53,13.2,9,9630,01,01,cal
78,29.8,9,9630,03,01,cal
77,30.1,9,9630,02,02,cal
95,36.1,9,9630,02,02,cal
108,44.2,9,9630,03,02,cal
71,28.0,9,9630,01,03,cal
84,31.3,9,9630,02,03,cal
89,37.7,9,9630,03,03,cal
73,27.8,9,9630,01,04,cal
120,42.8,9,9630,02,04,cal
90,40.0,9,9630,03,04,cal
122,45.0,9,9630,01,05,cal
161,66.8,9,9630,03,05,cal
112,39.0,9,9630,01,06,cal
201,79.8,9,9630,04,06,cal
38,13.5,9,9630,01,07,cal
79,27.3,9,9630,03,07,cal
,29.3,9,9630,04,07,cal
,37.2,9,9630,03,08,cal
90,40.1,9,9630,04,08,cal
74,23.2,9,9630,01,09,cal
120,45.9,9,9630,03,09,cal
90,32.6,9,9630,01,10,cal
122,50.0,9,9630,04,10,cal
,8.6,9,9617,01,00,cal
,30.0,9,9617,02,00,cal
,53.6,9,9617,03,00,cal
,57.6,9,9617,04,00,cal
,54.7,9,9617,05,00,cal
,49.2,9,9617,06,00,cal
36,9.8,9,9617,01,01,cal
73,18.6,9,9617,02,01,cal
108,31.1,9,9617,03,01,cal
91,35.5,9,9617,04,01,cal
96,42.0,9,9617,05,01,cal
22,9.6,9,9617,06,01,cal
106,32.7,9,9617,01,02,cal
107,37.7,9,9617,02,02,cal
115,43.8,9,9617,03,02,cal
129,53.3,9,9617,04,02,cal
130,56.2,9,9617,05,02,cal
72,36.2,9,9617,06,02,cal
127,37.2,9,9617,01,03,cal
105,39.4,9,9617,02,03,cal
119,43.8,9,9617,03,03,cal
119,50.2,9,9617,04,03,cal
158,64.5,9,9617,05,03,cal
107,55.9,9,9617,06,03,cal
114,30.3,9,9617,01,04,cal
115,39.1,9,9617,02,04,cal
161,55.5,9,9617,03,04,cal
127,56.8,9,9617,04,04,cal
109,53.9,9,9617,05,04,cal
64,31.2,9,9617,06,04,cal
132,33.9,9,9617,01,05,cal
159,55.2,9,9617,02,05,cal
178,62.6,9,9617,03,05,cal
204,76.8,9,9617,04,05,cal
190,82.9,9,9617,05,05,cal
148,77.0,9,9617,06,05,cal
128,37.9,9,9617,01,06,cal
150,56.4,9,9617,02,06,cal
176,67.3,9,9617,03,06,cal
229,87.8,9,9617,04,06,cal
216,103.5,9,9617,05,06,cal
157,89.1,9,9617,06,06,cal
54,13.9,9,9617,01,07,cal
57,16.0,9,9617,02,07,cal
122,32.9,9,9617,03,07,cal
93,34.3,9,9617,04,07,cal
81,33.8,9,9617,05,07,cal
30,11.9,9,9617,06,07,cal
38,9.2,9,9617,01,08,cal
130,35.9,9,9617,02,08,cal
143,46.7,9,9617,03,08,cal
129,48.9,9,9617,04,08,cal
107,44.7,9,9617,05,08,cal
71,32.9,9,9617,06,08,cal
75,19.6,9,9617,01,09,cal
89,26.5,9,9617,02,09,cal
131,41.8,9,9617,03,09,cal
148,56.4,9,9617,04,09,cal
130,57.6,9,9617,05,09,cal
77,38.3,9,9617,06,09,cal
57,15.1,9,9617,01,10,cal
109,31.8,9,9617,02,10,cal
133,41.4,9,9617,03,10,cal
148,50.2,9,9617,04,10,cal
156,60.0,9,9617,05,10,cal
139,61.7,9,9617,06,10,cal
127,37.5,9,9617,01,11,cal
122,41.7,9,9617,02,11,cal
158,55.1,9,9617,03,11,cal
217,80.0,9,9617,04,11,cal
200,85.8,9,9617,05,11,cal
178,87.4,9,9617,06,11,cal
17,3.2,9,9617,01,12,cal
46,12.7,9,9617,02,12,cal
61,15.3,9,9617,03,12,cal
93,27.6,9,9617,04,12,cal
67,28.2,9,9617,05,12,cal
0,0.0,9,9617,06,12,cal
121,37.0,9,9617,01,13,cal
110,40.2,9,9617,02,13,cal
110,42.1,9,9617,03,13,cal
127,48.8,9,9617,04,13,cal
95,42.0,9,9617,05,13,cal
38,18.1,9,9617,06,13,cal
23,5.3,9,9617,01,14,cal
44,9.0,9,9617,02,14,cal
87,21.0,9,9617,03,14,cal
102,27.4,9,9617,04,14,cal
65,25.0,9,9617,05,14,cal
16,2.1,9,9617,06,14,cal
56,16.5,9,9617,01,15,cal
51,16.8,9,9617,02,15,cal
79,25.9,9,9617,03,15,cal
57,23.6,9,9617,04,15,cal
49,21.4,9,9617,05,15,cal
0,0.0,9,9617,06,15,cal
80,20.6,9,9617,01,16,cal
126,37.4,9,9617,02,16,cal
116,42.5,9,9617,03,16,cal
142,56.1,9,9617,04,16,cal
129,56.2,9,9617,05,16,cal
92,42.9,9,9617,06,16,cal
0,0.0,7,7198,01,00,cal
24,5.9,7,7198,02,00,cal
46,11.4,7,7198,03,00,cal
18,7.0,7,7198,04,00,cal
0,0.0,7,7198,05,00,cal
0,0.0,7,7198,06,00,cal
0,0.0,7,7198,01,01,cal
16,3.2,7,7198,02,01,cal
31,8.0,7,7198,03,01,cal
10,4.3,7,7198,04,01,cal
0,0.0,7,7198,05,01,cal
0,0.0,7,7198,06,01,cal
22,6.4,7,7198,01,02,cal
22,6.4,7,7198,02,02,cal
15,6.1,7,7198,03,02,cal
9,3.6,7,7198,04,02,cal
0,0.0,7,7198,05,02,cal
0,0.0,7,7198,06,02,cal
35,8.3,7,7198,01,03,cal
16,7.3,7,7198,02,03,cal
22,8.5,7,7198,03,03,cal
2,1.0,7,7198,04,03,cal
0,0.0,7,7198,05,03,cal
0,0.0,7,7198,06,03,cal
33,6.3,7,7198,01,04,cal
27,8.1,7,7198,02,04,cal
47,14.5,7,7198,03,04,cal
9,4.2,7,7198,04,04,cal
0,0.0,7,7198,05,04,cal
0,0.0,7,7198,06,04,cal
49,8.9,7,7198,01,05,cal
50,15.3,7,7198,02,05,cal
58,19.1,7,7198,03,05,cal
57,25.7,7,7198,04,05,cal
,11.7,7,7198,05,05,cal
0,0.0,7,7198,06,05,cal
4,1.4,7,7198,01,06,cal
20,6.3,7,7198,02,06,cal
20,5.9,7,7198,03,06,cal
34,10.5,7,7198,04,06,cal
0,0.0,7,7198,05,06,cal
0,0.0,7,7198,06,06,cal
8,1.8,7,7198,01,07,cal
9,2.7,7,7198,02,07,cal
30,6.6,7,7198,03,07,cal
0,0.0,7,7198,04,07,cal
0,0.0,7,7198,05,07,cal
0,0.0,7,7198,06,07,cal
12,2.4,7,7198,01,08,cal
45,13.2,7,7198,02,08,cal
51,18.3,7,7198,03,08,cal
21,9.7,7,7198,04,08,cal
0,0.0,7,7198,05,08,cal
0,0.0,7,7198,06,08,cal
10,2.5,7,7198,01,09,cal
12,4.5,7,7198,02,09,cal
22,7.5,7,7198,03,09,cal
13,4.2,7,7198,04,09,cal
0,0.0,7,7198,05,09,cal
0,0.0,7,7198,06,09,cal
18,4.8,7,7198,01,10,cal
41,11.7,7,7198,02,10,cal
48,15.3,7,7198,03,10,cal
36,13.8,7,7198,04,10,cal
17,7.1,7,7198,05,10,cal
0,0.0,7,7198,06,10,cal
38,9.9,7,7198,01,11,cal
34,11.3,7,7198,02,11,cal
54,17.2,7,7198,03,11,cal
46,19.7,7,7198,04,11,cal
0,0.0,7,7198,05,11,cal
0,0.0,7,7198,06,11,cal
1,0.2,7,7198,01,12,cal
10,2.5,7,7198,02,12,cal
10,1.0,7,7198,03,12,cal
8,0.3,7,7198,04,12,cal
0,0.0,7,7198,05,12,cal
0,0.0,7,7198,06,12,cal
27,5.6,7,7198,01,13,cal
22,6.4,7,7198,02,13,cal
17,6.3,7,7198,03,13,cal
0,0.0,7,7198,04,13,cal
0,0.0,7,7198,05,13,cal
0,0.0,7,7198,06,13,cal
5,1.4,7,7198,01,14,cal
11,1.6,7,7198,02,14,cal
15,2.3,7,7198,03,14,cal
11,1.2,7,7198,04,14,cal
0,0.0,7,7198,05,14,cal
0,0.0,7,7198,06,14,cal
4,0.5,7,7198,01,15,cal
0,0.0,7,7198,02,15,cal
2,0.2,7,7198,03,15,cal
0,0.0,7,7198,04,15,cal
0,0.0,7,7198,05,15,cal
0,0.0,7,7198,06,15,cal
19,4.6,7,7198,01,16,cal
30,8.7,7,7198,02,16,cal
16,7.5,7,7198,03,16,cal
0,0.0,7,7198,04,16,cal
0,0.0,7,7198,05,16,cal
0,0.0,7,7198,06,16,cal
,0.6,9,9233,01,00,cal
,5.9,9,9233,02,00,cal
,11.3,9,9233,03,00,cal
,12.1,9,9233,04,00,cal
,3.1,9,9233,05,00,cal
,0.0,9,9233,06,00,cal
,1.8,9,9233,01,01,cal
,4.5,9,9233,02,01,cal
,8.3,9,9233,03,01,cal
,8.0,9,9233,04,01,cal
,3.9,9,9233,05,01,cal
,0.0,9,9233,06,01,cal
,9.6,9,9233,01,02,cal
,9.6,9,9233,02,02,cal
,10.5,9,9233,03,02,cal
,12.3,9,9233,04,02,cal
,5.2,9,9233,05,02,cal
,0.0,9,9233,06,02,cal
,12.9,9,9233,01,03,cal
,13.2,9,9233,02,03,cal
,15.1,9,9233,03,03,cal
,18.5,9,9233,04,03,cal
,20.2,9,9233,05,03,cal
,0.0,9,9233,06,03,cal
,8.4,9,9233,01,04,cal
,10.0,9,9233,02,04,cal
,16.1,9,9233,03,04,cal
,12.0,9,9233,04,04,cal
,0.0,9,9233,05,04,cal
,0.0,9,9233,06,04,cal
56,10.7,9,9233,01,05,cal
62,20.3,9,9233,02,05,cal
66,24.3,9,9233,03,05,cal
70,30.2,9,9233,04,05,cal
49,24.3,9,9233,05,05,cal
0,0.0,9,9233,06,05,cal
61,12.2,9,9233,01,06,cal
56,18.6,9,9233,02,06,cal
70,20.4,9,9233,03,06,cal
81,29.6,9,9233,04,06,cal
54,27.7,9,9233,05,06,cal
0,0.0,9,9233,06,06,cal
12,0.9,9,9233,01,07,cal
17,1.8,9,9233,02,07,cal
41,4.5,9,9233,03,07,cal
16,3.6,9,9233,04,07,cal
0,0.0,9,9233,05,07,cal
0,0.0,9,9233,06,07,cal
13,2.5,9,9233,01,08,cal
52,12.8,9,9233,02,08,cal
60,19.0,9,9233,03,08,cal
41,19.5,9,9233,04,08,cal
11,9.0,9,9233,05,08,cal
0,0.0,9,9233,06,08,cal
14,2.9,9,9233,01,09,cal
25,5.9,9,9233,02,09,cal
29,8.3,9,9233,03,09,cal
30,11.6,9,9233,04,09,cal
4,3.5,9,9233,05,09,cal
0,0.0,9,9233,06,09,cal
19,4.8,9,9233,01,10,cal
37,9.8,9,9233,02,10,cal
57,15.0,9,9233,03,10,cal
44,16.3,9,9233,04,10,cal
34,16.9,9,9233,05,10,cal
0,0.0,9,9233,06,10,cal
56,16.0,9,9233,01,11,cal
45,17.5,9,9233,02,11,cal
64,21.7,9,9233,03,11,cal
72,33.3,9,9233,04,11,cal
47,26.0,9,9233,05,11,cal
10,5.8,9,9233,06,11,cal
1,0.3,9,9233,01,12,cal
18,3.7,9,9233,02,12,cal
20,4.6,9,9233,03,12,cal
22,6.0,9,9233,04,12,cal
0,0.0,9,9233,05,12,cal
0,0.0,9,9233,06,12,cal
41,8.8,9,9233,01,13,cal
37,10.2,9,9233,02,13,cal
36,11.0,9,9233,03,13,cal
22,9.9,9,9233,04,13,cal
0,0.0,9,9233,05,13,cal
0,0.0,9,9233,06,13,cal
4,0.8,9,9233,01,14,cal
18,2.6,9,9233,02,14,cal
32,6.1,9,9233,03,14,cal
18,6.9,9,9233,04,14,cal
0,0.0,9,9233,05,14,cal
0,0.0,9,9233,06,14,cal
12,2.1,9,9233,01,15,cal
10,2.3,9,9233,02,15,cal
18,5.1,9,9233,03,15,cal
0,0.0,9,9233,04,15,cal
0,0.0,9,9233,05,15,cal
0,0.0,9,9233,06,15,cal
33,8.4,9,9233,01,16,cal
52,14.5,9,9233,02,16,cal
37,16.2,9,9233,03,16,cal
32,13.3,9,9233,04,16,cal
19,8.1,9,9233,05,16,cal
0,0.0,9,9233,06,16,cal
,0.4,8,8310,01,00,cal
,5.9,8,8310,02,00,cal
,11.4,8,8310,03,00,cal
,10.6,8,8310,04,00,cal
,0.0,8,8310,05,00,cal
,0.0,8,8310,06,00,cal
,3.3,8,8310,01,01,cal
,6.7,8,8310,02,01,cal
,10.4,8,8310,03,01,cal
,8.3,8,8310,04,01,cal
,1.2,8,8310,05,01,cal
,0.0,8,8310,06,01,cal
30,9.1,8,8310,01,02,cal
31,9.9,8,8310,02,02,cal
29,11.0,8,8310,03,02,cal
30,13.4,8,8310,04,02,cal
1,0.8,8,8310,05,02,cal
0,0.0,8,8310,06,02,cal
47,11.8,8,8310,01,03,cal
31,12.4,8,8310,02,03,cal
42,14.5,8,8310,03,03,cal
26,12.7,8,8310,04,03,cal
24,11.8,8,8310,05,03,cal
0,0.0,8,8310,06,03,cal
37,8.5,8,8310,01,04,cal
36,10.0,8,8310,02,04,cal
57,15.3,8,8310,03,04,cal
26,10.3,8,8310,04,04,cal
0,0.0,8,8310,05,04,cal
0,0.0,8,8310,06,04,cal
50,9.3,8,8310,01,05,cal
55,15.7,8,8310,02,05,cal
65,19.6,8,8310,03,05,cal
60,22.6,8,8310,04,05,cal
35,17.3,8,8310,05,05,cal
0,0.0,8,8310,06,05,cal
41,11.3,8,8310,01,06,cal
49,16.4,8,8310,02,06,cal
60,19.4,8,8310,03,06,cal
73,25.2,8,8310,04,06,cal
46,19.8,8,8310,05,06,cal
0,0.0,8,8310,06,06,cal
13,2.0,8,8310,01,07,cal
18,3.4,8,8310,02,07,cal
39,7.7,8,8310,03,07,cal
14,5.3,8,8310,04,07,cal
0,0.0,8,8310,05,07,cal
0,0.0,8,8310,06,07,cal
13,2.2,8,8310,01,08,cal
45,10.9,8,8310,02,08,cal
56,16.0,8,8310,03,08,cal
35,14.2,8,8310,04,08,cal
4,1.1,8,8310,05,08,cal
0,0.0,8,8310,06,08,cal
19,4.0,8,8310,01,09,cal
24,6.6,8,8310,02,09,cal
32,9.4,8,8310,03,09,cal
33,12.7,8,8310,04,09,cal
8,3.5,8,8310,05,09,cal
0,0.0,8,8310,06,09,cal
18,5.2,8,8310,01,10,cal
39,11.3,8,8310,02,10,cal
47,14.2,8,8310,03,10,cal
38,15.5,8,8310,04,10,cal
28,13.5,8,8310,05,10,cal
0,0.0,8,8310,06,10,cal
41,11.9,8,8310,01,11,cal
34,12.4,8,8310,02,11,cal
59,17.8,8,8310,03,11,cal
65,27.3,8,8310,04,11,cal
38,18.5,8,8310,05,11,cal
0,0.0,8,8310,06,11,cal
0,0.0,8,8310,01,12,cal
16,3.4,8,8310,02,12,cal
20,4.5,8,8310,03,12,cal
23,5.4,8,8310,04,12,cal
0,0.0,8,8310,05,12,cal
0,0.0,8,8310,06,12,cal
41,9.4,8,8310,01,13,cal
37,10.9,8,8310,02,13,cal
37,11.3,8,8310,03,13,cal
19,8.9,8,8310,04,13,cal
0,0.0,8,8310,05,13,cal
0,0.0,8,8310,06,13,cal
10,2.0,8,8310,01,14,cal
20,4.0,8,8310,02,14,cal
25,7.2,8,8310,03,14,cal
16,6.2,8,8310,04,14,cal
0,0.0,8,8310,05,14,cal
0,0.0,8,8310,06,14,cal
13,2.2,8,8310,01,15,cal
11,2.5,8,8310,02,15,cal
17,4.2,8,8310,03,15,cal
0,0.0,8,8310,04,15,cal
0,0.0,8,8310,05,15,cal
0,0.0,8,8310,06,15,cal
35,8.4,8,8310,01,16,cal
55,13.6,8,8310,02,16,cal
40,14.3,8,8310,03,16,cal
34,13.6,8,8310,04,16,cal
4,0.9,8,8310,05,16,cal
0,0.0,8,8310,06,16,cal
,3.2,7,7736,01,00,cal
,9.5,7,7736,02,00,cal
,16.7,7,7736,03,00,cal
,14.0,7,7736,04,00,cal
,0.0,7,7736,05,00,cal
,0.0,7,7736,06,00,cal
11,2.2,7,7736,01,01,cal
28,6.5,7,7736,02,01,cal
47,13.5,7,7736,03,01,cal
29,16.0,7,7736,04,01,cal
18,10.8,7,7736,05,01,cal
0,0.0,7,7736,06,01,cal
32,10.5,7,7736,01,02,cal
36,13.1,7,7736,02,02,cal
34,15.4,7,7736,03,02,cal
41,17.8,7,7736,04,02,cal
11,7.5,7,7736,05,02,cal
0,0.0,7,7736,06,02,cal
52,13.4,7,7736,01,03,cal
32,14.4,7,7736,02,03,cal
41,16.4,7,7736,03,03,cal
28,15.9,7,7736,04,03,cal
31,14.0,7,7736,05,03,cal
0,0.0,7,7736,06,03,cal
46,8.9,7,7736,01,04,cal
39,10.9,7,7736,02,04,cal
62,16.3,7,7736,03,04,cal
35,14.6,7,7736,04,04,cal
0,0.1,7,7736,05,04,cal
0,0.0,7,7736,06,04,cal
58,10.4,7,7736,01,05,cal
60,18.4,7,7736,02,05,cal
72,22.4,7,7736,03,05,cal
76,28.7,7,7736,04,05,cal
48,25.0,7,7736,05,05,cal
0,0.0,7,7736,06,05,cal
28,9.1,7,7736,01,06,cal
46,15.1,7,7736,02,06,cal
50,15.1,7,7736,03,06,cal
67,19.9,7,7736,04,06,cal
36,16.1,7,7736,05,06,cal
0,0.0,7,7736,06,06,cal
15,3.4,7,7736,01,07,cal
19,4.8,7,7736,02,07,cal
52,11.0,7,7736,03,07,cal
27,9.8,7,7736,04,07,cal
0,0.0,7,7736,05,07,cal
0,0.0,7,7736,06,07,cal
15,2.9,7,7736,01,08,cal
56,13.3,7,7736,02,08,cal
63,19.5,7,7736,03,08,cal
46,19.6,7,7736,04,08,cal
18,10.8,7,7736,05,08,cal
0,0.0,7,7736,06,08,cal
25,5.5,7,7736,01,09,cal
28,8.3,7,7736,02,09,cal
40,13.2,7,7736,03,09,cal
47,18.0,7,7736,04,09,cal
22,9.7,7,7736,05,09,cal
0,0.0,7,7736,06,09,cal
27,6.6,7,7736,01,10,cal
48,12.2,7,7736,02,10,cal
58,16.9,7,7736,03,10,cal
56,19.5,7,7736,04,10,cal
45,20.8,7,7736,05,10,cal
2,0.7,7,7736,06,10,cal
61,15.0,7,7736,01,11,cal
49,15.2,7,7736,02,11,cal
71,19.9,7,7736,03,11,cal
77,29.5,7,7736,04,11,cal
46,22.5,7,7736,05,11,cal
2,0.6,7,7736,06,11,cal
1,0.2,7,7736,01,12,cal
14,4.9,7,7736,02,12,cal
28,6.1,7,7736,03,12,cal
37,9.5,7,7736,04,12,cal
0,0.0,7,7736,05,12,cal
0,0.0,7,7736,06,12,cal
37,9.6,7,7736,01,13,cal
34,10.3,7,7736,02,13,cal
34,10.8,7,7736,03,13,cal
25,8.9,7,7736,04,13,cal
0,0.0,7,7736,05,13,cal
0,0.0,7,7736,06,13,cal
9,1.6,7,7736,01,14,cal
24,4.4,7,7736,02,14,cal
34,8.1,7,7736,03,14,cal
30,8.7,7,7736,04,14,cal
0,0.0,7,7736,05,14,cal
0,0.0,7,7736,06,14,cal
14,2.3,7,7736,01,15,cal
10,2.5,7,7736,02,15,cal
16,3.6,7,7736,03,15,cal
0,0.0,7,7736,04,15,cal
0,0.0,7,7736,05,15,cal
0,0.0,7,7736,06,15,cal
35,8.7,7,7736,01,16,cal
54,14.3,7,7736,02,16,cal
37,14.0,7,7736,03,16,cal
40,16.6,7,7736,04,16,cal
17,7.3,7,7736,05,16,cal
0,0.0,7,7736,06,16,cal
24,6.8,6,6553,01,00,cal
32,10.0,6,6553,02,00,cal
33,12.4,6,6553,03,00,cal
22,4.8,6,6553,01,01,cal
39,8.6,6,6553,02,01,cal
23,7.6,6,6553,03,01,cal
39,11.8,6,6553,01,02,cal
35,12.1,6,6553,02,02,cal
44,14.8,6,6553,03,02,cal
27,10.5,6,6553,01,03,cal
31,11.1,6,6553,02,03,cal
21,9.3,6,6553,03,03,cal
35,10.6,6,6553,01,04,cal
40,12.5,6,6553,02,04,cal
34,13.6,6,6553,03,04,cal
52,17.0,6,6553,01,05,cal
57,19.9,6,6553,02,05,cal
63,24.6,6,6553,03,05,cal
26,7.2,6,6553,01,06,cal
25,7.5,6,6553,02,06,cal
42,14.1,6,6553,03,06,cal
14,3.2,6,6553,01,07,cal
41,10.2,6,6553,03,07,cal
24,7.1,6,6553,03,07,cal
51,12.8,6,6553,01,08,cal
72,19.0,6,6553,02,08,cal
47,18.9,6,6553,03,08,cal
19,6.8,6,6553,01,09,cal
27,9.2,6,6553,02,09,cal
33,12.1,6,6553,03,09,cal
38,9.8,6,6553,01,10,cal
46,13.6,6,6553,03,10,cal
49,15.9,6,6553,04,10,cal
37,12.7,6,6553,02,11,cal
69,19.1,6,6553,03,11,cal
76,29.4,6,6553,03,11,cal
12,3.0,6,6553,01,12,cal
23,4.3,6,6553,02,12,cal
27,8.8,6,6553,03,12,cal
21,7.3,6,6553,01,13,cal
21,7.3,6,6553,01,13,cal
21,6.4,6,6553,02,13,cal
11,4.7,6,6553,03,13,cal
16,2.2,6,6553,01,14,cal
8,2.6,6,6553,03,14,cal
6,1.0,6,6553,03,14,cal
0,0.0,6,6553,01,15,cal
0,0.0,6,6553,02,15,cal
0,0.0,6,6553,03,15,cal
21,7.7,6,6553,01,16,cal
22,7.6,6,6553,02,16,cal
9,3.3,6,6553,04,16,cal
80,27.8,8,8100,03,01,cal
95,36.4,8,8100,02,02,cal
93,34.7,8,8100,03,03,cal
96,39.6,8,8100,03,03,cal
141,42.8,8,8100,03,04,cal
114,41.9,8,8100,03,04,cal
128,44.4,8,8100,02,05,cal
106,41.2,8,8100,02,06,cal
160,63.8,8,8100,03,06,cal
110,27.6,8,8100,03,07,cal
97,29.4,8,8100,03,07,cal
118,40.6,8,8100,02,08,cal
99,39.7,8,8100,03,08,cal
94,29.0,8,8100,02,09,cal
119,44.0,8,8100,03,09,cal
96,32.1,8,8100,02,10,cal
128,42.4,8,8100,04,10,cal
142,48.4,8,8100,02,11,cal
197,77.4,8,8100,04,11,cal
56,15.2,8,8100,03,12,cal
101,33.6,8,8100,04,12,cal
73,26.0,8,8100,03,14,cal
42,15.5,8,8100,02,15,cal
46,17.4,8,8100,03,15,cal
98,37.7,8,8100,02,16,cal
126,48.9,8,8100,03,16,cal
,2.2,7,7689,01,00,cal
,12.2,7,7689,02,00,cal
,23.9,7,7689,03,00,cal
,24.9,7,7689,04,00,cal
,17.1,7,7689,05,00,cal
,0.0,7,7689,06,00,cal
,5.0,7,7689,01,01,cal
,6.8,7,7689,02,01,cal
,14.1,7,7689,03,01,cal
